Trade ID,Account ID,Instrument,TradeTime,B/S,Open/Close,Amount,Price,Trade Value,Spread Costs,Booked Amount
5311467279,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),11-Aug-2022,Bought,Open,3000,121.2006733,-363602.02,0,-254.52
5313043444,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),12-Aug-2022,Sold,Close,-3000,121.5200833,364560.25,0,703.04
5314041577,700880INET,Goldman Sachs (ISIN: US38141G1040),15-Aug-2022,Bought,Open,280,356.0708,-99699.82,0,-99769.61
5318544202,700880INET,Goldman Sachs (ISIN: US38141G1040),19-Aug-2022,Sold,Close,-280,349.1526,97762.73,0,97692.06
5318546747,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),19-Aug-2022,Bought,Open,3000,117.96286,-353888.58,0,-247.72
5329340045,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),01-Sep-2022,Sold,Close,-3000,108.35,325050,0,-29066.12
5329490825,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),01-Sep-2022,Sold,Open,-2000,108.973285,217946.57,0,-152.56
5329710703,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),01-Sep-2022,Bought,Close,2000,107.8,-215600,0,2195.65
5333061384,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),06-Sep-2022,Sold,Open,-2222,107.020297,237799.1,0,-166.46
5333182724,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),06-Sep-2022,Bought,Close,2222,106.01,-235554.22,0,2079.99
5336441865,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),09-Sep-2022,Bought,Open,2222,109.6886679,-243728.22,0,-170.61
5336462864,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),09-Sep-2022,Sold,Close,-2222,109.6926418,243737.05,0,-161.79
5337723850,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),12-Sep-2022,Bought,Open,500,111.322,-55661,0,-55699.96
5338708711,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),13-Sep-2022,Sold,Close,-500,107.65,53825,0,53786.08
5338740147,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),13-Sep-2022,Bought,Open,2000,106.808705,-213617.41,0,-149.53
5338742536,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),13-Sep-2022,Sold,Close,-2000,106.785465,213570.93,0,-195.98
5338946721,700880INET,Microsoft Corp. (ISIN: US5949181045),13-Sep-2022,Sold,Open,-888,255.9411261,227275.72,0,-159.09
5339006753,700880INET,Microsoft Corp. (ISIN: US5949181045),13-Sep-2022,Bought,Close,888,254.9405068,-226387.17,0,730.08
5339916365,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),14-Sep-2022,Sold,Open,-2222,104.9856346,233278.08,0,-163.29
5339919579,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),14-Sep-2022,Bought,Close,2222,104.8510981,-232979.14,0,135.85
5340006326,700880INET,Microsoft Corp. (ISIN: US5949181045),14-Sep-2022,Sold,Open,-888,251.77,223571.76,0,-156.5
5340042728,700880INET,Microsoft Corp. (ISIN: US5949181045),14-Sep-2022,Bought,Close,888,252.56,-224273.28,0,-858.51
5341450773,700880INET,Alphabet Inc. - A Share (ISIN: US02079K3059),15-Sep-2022,Sold,Open,-2222,102.6402475,228066.63,0,-159.65
